now crawling 本月风险企业关注类预警提示
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞东林针织品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞舜耕劳务有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞英格菲尔通用机械有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞一栋塑料有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞华灵电器厂'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区煌中煌大酒店有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江亚厦产业园发展有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区科发纺织厂'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞汤浦童装城开发有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞德隆模塑有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞派特阀门有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江金科日化原料有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴德隆智能科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市永坚建筑科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江和虞贝雷钢桥有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞舜浦服装有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴协合建筑机械有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞滨厦置业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江丰安投资发展有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞丹娜农业发展有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江华祥硅业科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞菲雅服饰有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江通特模具科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江新和成特种材料有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞舜鑫贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区崧厦龙珠伞厂'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞元宸电器有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞安联化工有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江钱江电力有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴艺舜木业研发有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞曹娥小强汽修厂'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区崧厦镇佳升塑料模具加工厂'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞凯诺贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市公共交通集团上虞有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江中聚塑料配件有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区永和镇都锦生洗浴中心'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞杭港伞业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市泰益电子科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞春阳贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞铭达汽车有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴高基数控机床有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江高翔冷链设备有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞云海建筑装饰有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区世杰化工有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞宏鑫新材料有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市凯利装饰工程有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴帮拓贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞益胜机电设备有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞泰阁服饰有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江赛亚化工材料有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞固欣贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴六通环境建设有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市搏盛机械科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区徐氏汽车服务有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江东启贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞宏腾布业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞起点伞业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴锦特包装有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴建业户外用品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴固威贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞虞舜越窑青瓷有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市鲲鹏伞业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞广瑞贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞东进信息科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴中博环境建设有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区万仁包装制品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞途马户外用品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江原野纳米科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞柏信保洁服务有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞哈里森旅游用品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞韩辉金属制品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞格调贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴蕾惠斯床上用品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区科利农产品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞蚕烛服饰有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴辰宇化工有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴燕姿伞业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市康建物业管理有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞区金焕食品有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞诺希贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞掌尚网络科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴舜奥电梯有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞严诚物业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞姜氏窗帘有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市上虞力泰化工有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江蓝德华燕动力有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞风云环境工程有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞清辉商贸有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '浙江舜业净化科技有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞斯柯贸易有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴聚鑫化工设备有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴鑫东蜂业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞大树装饰工程有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞润泽置业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞奔腾物流有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴市乐慕伞业有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
OrderedDict([('smy_dt', '20170620'), ('content', '近6个月内重要股东有变动'), ('entName', '绍兴上虞名远化妆品包装有限公司'), ('name', '企业股东变更'), ('dtCreateDate', '2017-06-20')])
